state,month,year,tax type,value,fips state,numeric month,note,id
North Carolina,September,2020,motor fuel,188196420,37,9,,37_2020_9
North Carolina,September,2021,motor fuel,218853168,37,9,,37_2021_9
North Dakota,April,2019,motor fuel,,38,4,,38_2019_4
North Dakota,April,2020,motor fuel,,38,4,,38_2020_4
North Dakota,April,2021,motor fuel,,38,4,,38_2021_4
North Dakota,April,2022,motor fuel,,38,4,,38_2022_4
North Dakota,August,2019,motor fuel,,38,8,,38_2019_8
North Dakota,August,2020,motor fuel,,38,8,,38_2020_8
North Dakota,August,2021,motor fuel,,38,8,,38_2021_8
North Dakota,December,2019,motor fuel,,38,12,,38_2019_12
North Dakota,December,2020,motor fuel,,38,12,,38_2020_12
North Dakota,December,2021,motor fuel,,38,12,,38_2021_12
North Dakota,February,2020,motor fuel,,38,2,,38_2020_2
North Dakota,February,2021,motor fuel,,38,2,,38_2021_2
North Dakota,February,2022,motor fuel,,38,2,,38_2022_2
North Dakota,January,2020,motor fuel,,38,1,,38_2020_1
North Dakota,January,2021,motor fuel,,38,1,,38_2021_1
North Dakota,January,2022,motor fuel,,38,1,,38_2022_1
North Dakota,July,2019,motor fuel,,38,7,,38_2019_7
North Dakota,July,2020,motor fuel,,38,7,,38_2020_7
North Dakota,July,2021,motor fuel,,38,7,,38_2021_7
North Dakota,June,2019,motor fuel,,38,6,,38_2019_6
North Dakota,June,2020,motor fuel,,38,6,,38_2020_6
North Dakota,June,2021,motor fuel,,38,6,,38_2021_6
North Dakota,March,2020,motor fuel,,38,3,,38_2020_3
North Dakota,March,2021,motor fuel,,38,3,,38_2021_3
North Dakota,March,2022,motor fuel,,38,3,,38_2022_3
North Dakota,May,2019,motor fuel,,38,5,,38_2019_5
North Dakota,May,2020,motor fuel,,38,5,,38_2020_5
North Dakota,May,2021,motor fuel,,38,5,,38_2021_5
North Dakota,November,2019,motor fuel,,38,11,,38_2019_11
North Dakota,November,2020,motor fuel,,38,11,,38_2020_11
North Dakota,November,2021,motor fuel,,38,11,,38_2021_11
North Dakota,October,2019,motor fuel,,38,10,,38_2019_10
North Dakota,October,2020,motor fuel,,38,10,,38_2020_10
North Dakota,October,2021,motor fuel,,38,10,,38_2021_10
North Dakota,September,2019,motor fuel,,38,9,,38_2019_9
North Dakota,September,2020,motor fuel,,38,9,,38_2020_9
North Dakota,September,2021,motor fuel,,38,9,,38_2021_9
Ohio,April,2019,motor fuel,158966637,39,4,,39_2019_4
Ohio,April,2020,motor fuel,155490571,39,4,,39_2020_4
Ohio,April,2021,motor fuel,220850767,39,4,,39_2021_4
Ohio,April,2022,motor fuel,215434820,39,4,,39_2022_4
Ohio,August,2019,motor fuel,244895720,39,8,,39_2019_8
Ohio,August,2020,motor fuel,220011526,39,8,,39_2020_8
Ohio,August,2021,motor fuel,237908939,39,8,,39_2021_8
Ohio,December,2019,motor fuel,219254554,39,12,,39_2019_12
Ohio,December,2020,motor fuel,203560825,39,12,,39_2020_12
Ohio,December,2021,motor fuel,218223564,39,12,,39_2021_12
Ohio,February,2020,motor fuel,206463132,39,2,,39_2020_2
Ohio,February,2021,motor fuel,183774185,39,2,,39_2021_2
Ohio,February,2022,motor fuel,195775897,39,2,,39_2022_2
Ohio,January,2020,motor fuel,214989659,39,1,,39_2020_1
Ohio,January,2021,motor fuel,196595468,39,1,,39_2021_1
Ohio,January,2022,motor fuel,202363263,39,1,,39_2022_1
Ohio,July,2019,motor fuel,240259633,39,7,,39_2019_7
Ohio,July,2020,motor fuel,222884925,39,7,,39_2020_7
Ohio,July,2021,motor fuel,233378397,39,7,,39_2021_7
Ohio,June,2019,motor fuel,163356424,39,6,,39_2019_6
Ohio,June,2020,motor fuel,211378960,39,6,,39_2020_6
Ohio,June,2021,motor fuel,229171061,39,6,,39_2021_6
Ohio,March,2020,motor fuel,200235785,39,3,,39_2020_3
Ohio,March,2021,motor fuel,220888649,39,3,,39_2021_3
Ohio,March,2022,motor fuel,220232861,39,3,,39_2022_3
Ohio,May,2019,motor fuel,170462947,39,5,,39_2019_5
Ohio,May,2020,motor fuel,182660053,39,5,,39_2020_5
Ohio,May,2021,motor fuel,230859957,39,5,,39_2021_5
Ohio,November,2019,motor fuel,220795099,39,11,,39_2019_11
Ohio,November,2020,motor fuel,202449312,39,11,,39_2020_11
Ohio,November,2021,motor fuel,218952188,39,11,,39_2021_11
Ohio,October,2019,motor fuel,240831539,39,10,,39_2019_10
Ohio,October,2020,motor fuel,221795905,39,10,,39_2020_10
Ohio,October,2021,motor fuel,225638251,39,10,,39_2021_10
Ohio,September,2019,motor fuel,226591721,39,9,,39_2019_9
Ohio,September,2020,motor fuel,215947933,39,9,,39_2020_9
Ohio,September,2021,motor fuel,223574746,39,9,,39_2021_9
Oklahoma,April,2019,motor fuel,38627095,40,4,,40_2019_4
Oklahoma,April,2020,motor fuel,43862443,40,4,,40_2020_4
Oklahoma,April,2021,motor fuel,50592453,40,4,,40_2021_4
Oklahoma,April,2022,motor fuel,51073810,40,4,,40_2022_4
Oklahoma,August,2019,motor fuel,51811603,40,8,,40_2019_8
Oklahoma,August,2020,motor fuel,47703115,40,8,,40_2020_8
Oklahoma,August,2021,motor fuel,50222533,40,8,,40_2021_8
Oklahoma,December,2019,motor fuel,49767194,40,12,,40_2019_12
Oklahoma,December,2020,motor fuel,44579094,40,12,,40_2020_12
Oklahoma,December,2021,motor fuel,48589419,40,12,,40_2021_12
Oklahoma,February,2020,motor fuel,45656597,40,2,,40_2020_2
Oklahoma,February,2021,motor fuel,43491065,40,2,,40_2021_2
Oklahoma,February,2022,motor fuel,45947123,40,2,,40_2022_2
Oklahoma,January,2020,motor fuel,47788071,40,1,,40_2020_1
Oklahoma,January,2021,motor fuel,45757097,40,1,,40_2021_1
Oklahoma,January,2022,motor fuel,50402853,40,1,,40_2022_1
Oklahoma,July,2019,motor fuel,60511255,40,7,,40_2019_7
Oklahoma,July,2020,motor fuel,45867886,40,7,,40_2020_7
Oklahoma,July,2021,motor fuel,50251478,40,7,,40_2021_7
Oklahoma,June,2019,motor fuel,38415817,40,6,,40_2019_6
Oklahoma,June,2020,motor fuel,41201415,40,6,,40_2020_6
Oklahoma,June,2021,motor fuel,49965473,40,6,,40_2021_6
Oklahoma,March,2020,motor fuel,43737590,40,3,,40_2020_3
Oklahoma,March,2021,motor fuel,36342993,40,3,,40_2021_3
Oklahoma,March,2022,motor fuel,40519760,40,3,,40_2022_3
Oklahoma,May,2019,motor fuel,61096398,40,5,,40_2019_5
Oklahoma,May,2020,motor fuel,36850179,40,5,,40_2020_5
Oklahoma,May,2021,motor fuel,50181887,40,5,,40_2021_5
Oklahoma,November,2019,motor fuel,48674050,40,11,,40_2019_11
Oklahoma,November,2020,motor fuel,45767569,40,11,,40_2020_11
Oklahoma,November,2021,motor fuel,48532754,40,11,,40_2021_11
Oklahoma,October,2019,motor fuel,59126667,40,10,,40_2019_10
Oklahoma,October,2020,motor fuel,46209353,40,10,,40_2020_10
Oklahoma,October,2021,motor fuel,48464668,40,10,,40_2021_10
Oklahoma,September,2019,motor fuel,39419996,40,9,,40_2019_9
Oklahoma,September,2020,motor fuel,47559611,40,9,,40_2020_9
Oklahoma,September,2021,motor fuel,51101903,40,9,,40_2021_9
Oregon,April,2019,motor fuel,51228581,41,4,,41_2019_4
Oregon,April,2020,motor fuel,36257370,41,4,,41_2020_4
Oregon,April,2021,motor fuel,54665956,41,4,,41_2021_4
Oregon,April,2022,motor fuel,56989780,41,4,,41_2022_4
Oregon,August,2019,motor fuel,58614153,41,8,,41_2019_8
Oregon,August,2020,motor fuel,56857119,41,8,,41_2020_8
Oregon,August,2021,motor fuel,59870365,41,8,,41_2021_8
Oregon,December,2019,motor fuel,49623933,41,12,,41_2019_12
Oregon,December,2020,motor fuel,50017707,41,12,,41_2020_12
Oregon,December,2021,motor fuel,50210335,41,12,,41_2021_12
Oregon,February,2020,motor fuel,40831361,41,2,,41_2020_2
Oregon,February,2021,motor fuel,42980817,41,2,,41_2021_2
Oregon,February,2022,motor fuel,49757568,41,2,,41_2022_2
Oregon,January,2020,motor fuel,47678862,41,1,,41_2020_1
Oregon,January,2021,motor fuel,46284797,41,1,,41_2021_1
Oregon,January,2022,motor fuel,49698841,41,1,,41_2022_1
Oregon,July,2019,motor fuel,57998183,41,7,,41_2019_7
Oregon,July,2020,motor fuel,48569402,41,7,,41_2020_7
Oregon,July,2021,motor fuel,62578300,41,7,,41_2021_7
Oregon,June,2019,motor fuel,55690629,41,6,,41_2019_6
Oregon,June,2020,motor fuel,52554177,41,6,,41_2020_6
Oregon,June,2021,motor fuel,58525999,41,6,,41_2021_6
Oregon,March,2020,motor fuel,58558176,41,3,,41_2020_3
Oregon,March,2021,motor fuel,52710175,41,3,,41_2021_3
Oregon,March,2022,motor fuel,52100687,41,3,,41_2022_3
Oregon,May,2019,motor fuel,54860765,41,5,,41_2019_5
Oregon,May,2020,motor fuel,42009048,41,5,,41_2020_5
Oregon,May,2021,motor fuel,56470435,41,5,,41_2021_5
Oregon,November,2019,motor fuel,49696965,41,11,,41_2019_11
Oregon,November,2020,motor fuel,48767632,41,11,,41_2020_11
Oregon,November,2021,motor fuel,70397863,41,11,,41_2021_11
Oregon,October,2019,motor fuel,54488591,41,10,,41_2019_10
Oregon,October,2020,motor fuel,52924727,41,10,,41_2020_10
Oregon,October,2021,motor fuel,37535498,41,10,,41_2021_10
Oregon,September,2019,motor fuel,53459465,41,9,,41_2019_9
Oregon,September,2020,motor fuel,51378294,41,9,,41_2020_9
Oregon,September,2021,motor fuel,56616316,41,9,,41_2021_9
Pennsylvania,April,2019,motor fuel,162237000,42,4,,42_2019_4
Pennsylvania,April,2020,motor fuel,126725000,42,4,,42_2020_4
Pennsylvania,April,2021,motor fuel,159856000,42,4,,42_2021_4
Pennsylvania,April,2022,motor fuel,148778000,42,4,,42_2022_4
Pennsylvania,August,2019,motor fuel,146282000,42,8,,42_2019_8
Pennsylvania,August,2020,motor fuel,157837000,42,8,,42_2020_8
Pennsylvania,August,2021,motor fuel,171862000,42,8,,42_2021_8
Pennsylvania,December,2019,motor fuel,130026000,42,12,,42_2019_12
Pennsylvania,December,2020,motor fuel,103210000,42,12,,42_2020_12
Pennsylvania,December,2021,motor fuel,134231000,42,12,,42_2021_12
Pennsylvania,February,2020,motor fuel,149183000,42,2,,42_2020_2
Pennsylvania,February,2021,motor fuel,119899000,42,2,,42_2021_2
Pennsylvania,February,2022,motor fuel,132862000,42,2,,42_2022_2
Pennsylvania,January,2020,motor fuel,138857000,42,1,,42_2020_1
Pennsylvania,January,2021,motor fuel,126113000,42,1,,42_2021_1
Pennsylvania,January,2022,motor fuel,135642000,42,1,,42_2022_1
Pennsylvania,July,2019,motor fuel,162296000,42,7,,42_2019_7
Pennsylvania,July,2020,motor fuel,168673000,42,7,,42_2020_7
Pennsylvania,July,2021,motor fuel,147506000,42,7,,42_2021_7
Pennsylvania,June,2019,motor fuel,150575000,42,6,,42_2019_6
Pennsylvania,June,2020,motor fuel,129039000,42,6,,42_2020_6
Pennsylvania,June,2021,motor fuel,140728000,42,6,,42_2021_6
Pennsylvania,March,2020,motor fuel,116826000,42,3,,42_2020_3
Pennsylvania,March,2021,motor fuel,121196000,42,3,,42_2021_3
Pennsylvania,March,2022,motor fuel,123099000,42,3,,42_2022_3
Pennsylvania,May,2019,motor fuel,189348000,42,5,,42_2019_5
Pennsylvania,May,2020,motor fuel,135326000,42,5,,42_2020_5
Pennsylvania,May,2021,motor fuel,130355000,42,5,,42_2021_5
Pennsylvania,November,2019,motor fuel,189282000,42,11,,42_2019_11
Pennsylvania,November,2020,motor fuel,167564000,42,11,,42_2020_11
Pennsylvania,November,2021,motor fuel,172286000,42,11,,42_2021_11
Pennsylvania,October,2019,motor fuel,130643000,42,10,,42_2019_10
Pennsylvania,October,2020,motor fuel,127464000,42,10,,42_2020_10
Pennsylvania,October,2021,motor fuel,134630000,42,10,,42_2021_10
Pennsylvania,September,2019,motor fuel,153953000,42,9,,42_2019_9
Pennsylvania,September,2020,motor fuel,133465000,42,9,,42_2020_9
Pennsylvania,September,2021,motor fuel,142275000,42,9,,42_2021_9
Rhode Island,April,2019,motor fuel,,44,4,,44_2019_4
Rhode Island,April,2020,motor fuel,,44,4,,44_2020_4
Rhode Island,April,2021,motor fuel,,44,4,,44_2021_4
Rhode Island,April,2022,motor fuel,,44,4,,44_2022_4
Rhode Island,August,2019,motor fuel,,44,8,,44_2019_8
Rhode Island,August,2020,motor fuel,,44,8,,44_2020_8
Rhode Island,August,2021,motor fuel,,44,8,,44_2021_8
Rhode Island,December,2019,motor fuel,,44,12,,44_2019_12
Rhode Island,December,2020,motor fuel,,44,12,,44_2020_12
Rhode Island,December,2021,motor fuel,,44,12,,44_2021_12
Rhode Island,February,2020,motor fuel,,44,2,,44_2020_2
Rhode Island,February,2021,motor fuel,,44,2,,44_2021_2
Rhode Island,February,2022,motor fuel,,44,2,,44_2022_2
Rhode Island,January,2020,motor fuel,,44,1,,44_2020_1
Rhode Island,January,2021,motor fuel,,44,1,,44_2021_1
Rhode Island,January,2022,motor fuel,,44,1,,44_2022_1
Rhode Island,July,2019,motor fuel,,44,7,,44_2019_7
Rhode Island,July,2020,motor fuel,,44,7,,44_2020_7
Rhode Island,July,2021,motor fuel,,44,7,,44_2021_7
Rhode Island,June,2020,motor fuel,,44,6,,44_2020_6
Rhode Island,June,2021,motor fuel,11798875,44,6,,44_2021_6
Rhode Island,March,2020,motor fuel,,44,3,,44_2020_3
Rhode Island,March,2021,motor fuel,,44,3,,44_2021_3
Rhode Island,March,2022,motor fuel,,44,3,,44_2022_3
Rhode Island,May,2019,motor fuel,,44,5,,44_2019_5
Rhode Island,May,2020,motor fuel,,44,5,,44_2020_5
Rhode Island,May,2021,motor fuel,,44,5,,44_2021_5
Rhode Island,November,2019,motor fuel,,44,11,,44_2019_11
Rhode Island,November,2020,motor fuel,,44,11,,44_2020_11
Rhode Island,November,2021,motor fuel,,44,11,,44_2021_11
Rhode Island,October,2019,motor fuel,,44,10,,44_2019_10
Rhode Island,October,2020,motor fuel,,44,10,,44_2020_10
Rhode Island,October,2021,motor fuel,,44,10,,44_2021_10
Rhode Island,September,2019,motor fuel,,44,9,,44_2019_9
Rhode Island,September,2020,motor fuel,,44,9,,44_2020_9
Rhode Island,September,2021,motor fuel,,44,9,,44_2021_9
South Carolina,April,2019,motor fuel,64300000,45,4,,45_2019_4
South Carolina,April,2020,motor fuel,26300000,45,4,,45_2020_4
South Carolina,April,2021,motor fuel,75400000,45,4,,45_2021_4
South Carolina,April,2022,motor fuel,83700000,45,4,,45_2022_4
South Carolina,August,2019,motor fuel,62500000,45,8,,45_2019_8
South Carolina,August,2020,motor fuel,66600000,45,8,,45_2020_8
South Carolina,August,2021,motor fuel,77200000,45,8,,45_2021_8
South Carolina,December,2019,motor fuel,64200000,45,12,,45_2019_12
South Carolina,December,2020,motor fuel,74800000,45,12,,45_2020_12
South Carolina,December,2021,motor fuel,78300000,45,12,,45_2021_12
South Carolina,February,2020,motor fuel,64400000,45,2,,45_2020_2
South Carolina,February,2021,motor fuel,75300000,45,2,,45_2021_2
South Carolina,February,2022,motor fuel,68800000,45,2,,45_2022_2
South Carolina,January,2020,motor fuel,66900000,45,1,,45_2020_1
South Carolina,January,2021,motor fuel,63100000,45,1,,45_2021_1
South Carolina,January,2022,motor fuel,83300000,45,1,,45_2022_1
South Carolina,July,2019,motor fuel,53600000,45,7,,45_2019_7
South Carolina,July,2020,motor fuel,53700000,45,7,,45_2020_7
South Carolina,July,2021,motor fuel,66000000,45,7,,45_2021_7
South Carolina,June,2019,motor fuel,66200000,45,6,,45_2019_6
South Carolina,June,2020,motor fuel,115700000,45,6,,45_2020_6
South Carolina,June,2021,motor fuel,78400000,45,6,,45_2021_6
South Carolina,March,2020,motor fuel,62100000,45,3,,45_2020_3
South Carolina,March,2021,motor fuel,62300000,45,3,,45_2021_3
South Carolina,March,2022,motor fuel,73500000,45,3,,45_2022_3
South Carolina,May,2019,motor fuel,64100000,45,5,,45_2019_5
South Carolina,May,2020,motor fuel,29800000,45,5,,45_2020_5
South Carolina,May,2021,motor fuel,76700000,45,5,,45_2021_5
South Carolina,November,2019,motor fuel,70800000,45,11,,45_2019_11
South Carolina,November,2020,motor fuel,67200000,45,11,,45_2020_11
South Carolina,November,2021,motor fuel,81900000,45,11,,45_2021_11
South Carolina,October,2019,motor fuel,65900000,45,10,,45_2019_10
South Carolina,October,2020,motor fuel,69500000,45,10,,45_2020_10
South Carolina,October,2021,motor fuel,87300000,45,10,,45_2021_10
South Carolina,September,2019,motor fuel,72300000,45,9,,45_2019_9
South Carolina,September,2020,motor fuel,72200000,45,9,,45_2020_9
South Carolina,September,2021,motor fuel,77600000,45,9,,45_2021_9
South Dakota,April,2019,motor fuel,,46,4,,46_2019_4
South Dakota,April,2020,motor fuel,,46,4,,46_2020_4
South Dakota,April,2021,motor fuel,,46,4,,46_2021_4
South Dakota,April,2022,motor fuel,,46,4,,46_2022_4
South Dakota,August,2019,motor fuel,,46,8,,46_2019_8
South Dakota,August,2020,motor fuel,,46,8,,46_2020_8
South Dakota,August,2021,motor fuel,,46,8,,46_2021_8
South Dakota,December,2019,motor fuel,,46,12,,46_2019_12
South Dakota,December,2020,motor fuel,,46,12,,46_2020_12
South Dakota,December,2021,motor fuel,,46,12,,46_2021_12
South Dakota,February,2020,motor fuel,,46,2,,46_2020_2
South Dakota,February,2021,motor fuel,,46,2,,46_2021_2
South Dakota,February,2022,motor fuel,,46,2,,46_2022_2
South Dakota,January,2020,motor fuel,,46,1,,46_2020_1
South Dakota,January,2021,motor fuel,,46,1,,46_2021_1
South Dakota,January,2022,motor fuel,,46,1,,46_2022_1
South Dakota,July,2019,motor fuel,,46,7,,46_2019_7
South Dakota,July,2020,motor fuel,,46,7,,46_2020_7
South Dakota,July,2021,motor fuel,,46,7,,46_2021_7
South Dakota,June,2019,motor fuel,,46,6,,46_2019_6
South Dakota,June,2020,motor fuel,,46,6,,46_2020_6
South Dakota,June,2021,motor fuel,,46,6,,46_2021_6
South Dakota,March,2020,motor fuel,,46,3,,46_2020_3
South Dakota,March,2021,motor fuel,,46,3,,46_2021_3
South Dakota,March,2022,motor fuel,,46,3,,46_2022_3
South Dakota,May,2019,motor fuel,,46,5,,46_2019_5
South Dakota,May,2020,motor fuel,,46,5,,46_2020_5
South Dakota,May,2021,motor fuel,,46,5,,46_2021_5
South Dakota,November,2019,motor fuel,,46,11,,46_2019_11
South Dakota,November,2020,motor fuel,,46,11,,46_2020_11
South Dakota,November,2021,motor fuel,,46,11,,46_2021_11
South Dakota,October,2019,motor fuel,,46,10,,46_2019_10
South Dakota,October,2020,motor fuel,,46,10,,46_2020_10
South Dakota,October,2021,motor fuel,,46,10,,46_2021_10
South Dakota,September,2019,motor fuel,,46,9,,46_2019_9
South Dakota,September,2020,motor fuel,,46,9,,46_2020_9
South Dakota,September,2021,motor fuel,,46,9,,46_2021_9
Tennessee,April,2019,motor fuel,104529558,47,4,,47_2019_4
Tennessee,April,2020,motor fuel,103069668,47,4,,47_2020_4
Tennessee,April,2021,motor fuel,102293955,47,4,,47_2021_4
Tennessee,April,2022,motor fuel,117361737,47,4,,47_2022_4
Tennessee,August,2019,motor fuel,109616902,47,8,,47_2019_8
Tennessee,August,2020,motor fuel,101122940,47,8,,47_2020_8
Tennessee,August,2021,motor fuel,106947900,47,8,,47_2021_8
Tennessee,December,2019,motor fuel,102195138,47,12,,47_2019_12
Tennessee,December,2020,motor fuel,95328508,47,12,,47_2020_12
Tennessee,December,2021,motor fuel,105447435,47,12,,47_2021_12
Tennessee,February,2020,motor fuel,96361803,47,2,,47_2020_2
Tennessee,February,2021,motor fuel,93244293,47,2,,47_2021_2
Tennessee,February,2022,motor fuel,97801896,47,2,,47_2022_2
Tennessee,January,2020,motor fuel,104045965,47,1,,47_2020_1
Tennessee,January,2021,motor fuel,103975952,47,1,,47_2021_1
Tennessee,January,2022,motor fuel,109279885,47,1,,47_2022_1
Tennessee,July,2019,motor fuel,99782638,47,7,,47_2019_7
Tennessee,July,2020,motor fuel,105293090,47,7,,47_2020_7
Tennessee,July,2021,motor fuel,114411008,47,7,,47_2021_7
Tennessee,June,2019,motor fuel,103308699,47,6,,47_2019_6
Tennessee,June,2020,motor fuel,92729642,47,6,,47_2020_6
Tennessee,June,2021,motor fuel,109777093,47,6,,47_2021_6
Tennessee,March,2020,motor fuel,89172056,47,3,,47_2020_3
Tennessee,March,2021,motor fuel,80751374,47,3,,47_2021_3
Tennessee,March,2022,motor fuel,83275845,47,3,,47_2022_3
Tennessee,May,2019,motor fuel,97484427,47,5,,47_2019_5
Tennessee,May,2020,motor fuel,69784632,47,5,,47_2020_5
Tennessee,May,2021,motor fuel,108427178,47,5,,47_2021_5
Tennessee,November,2019,motor fuel,104440171,47,11,,47_2019_11
Tennessee,November,2020,motor fuel,100660606,47,11,,47_2020_11
Tennessee,November,2021,motor fuel,105029247,47,11,,47_2021_11
Tennessee,October,2019,motor fuel,130152067,47,10,,47_2019_10
Tennessee,October,2020,motor fuel,107746640,47,10,,47_2020_10
Tennessee,October,2021,motor fuel,109818842,47,10,,47_2021_10
Tennessee,September,2019,motor fuel,108790234,47,9,,47_2019_9
Tennessee,September,2020,motor fuel,102186846,47,9,,47_2020_9
Tennessee,September,2021,motor fuel,112233517,47,9,,47_2021_9
Texas,April,2019,motor fuel,322015000,48,4,,48_2019_4
Texas,April,2020,motor fuel,283703000,48,4,,48_2020_4
Texas,April,2021,motor fuel,325371000,48,4,,48_2021_4
Texas,April,2022,motor fuel,335001000,48,4,,48_2022_4
Texas,August,2019,motor fuel,327100000,48,8,,48_2019_8
Texas,August,2020,motor fuel,286976000,48,8,,48_2020_8
Texas,August,2021,motor fuel,331275000,48,8,,48_2021_8
Texas,December,2019,motor fuel,310689000,48,12,,48_2019_12
Texas,December,2020,motor fuel,277658000,48,12,,48_2020_12
Texas,December,2021,motor fuel,311628000,48,12,,48_2021_12
Texas,February,2020,motor fuel,301163000,48,2,,48_2020_2
Texas,February,2021,motor fuel,285649000,48,2,,48_2021_2
Texas,February,2022,motor fuel,300510000,48,2,,48_2022_2
Texas,January,2020,motor fuel,308889000,48,1,,48_2020_1
Texas,January,2021,motor fuel,294316000,48,1,,48_2021_1
Texas,January,2022,motor fuel,296304000,48,1,,48_2022_1
Texas,July,2019,motor fuel,311051000,48,7,,48_2019_7
Texas,July,2020,motor fuel,304212000,48,7,,48_2020_7
Texas,July,2021,motor fuel,315011000,48,7,,48_2021_7
Texas,June,2019,motor fuel,328126000,48,6,,48_2019_6
Texas,June,2020,motor fuel,250041000,48,6,,48_2020_6
Texas,June,2021,motor fuel,315332000,48,6,,48_2021_6
Texas,March,2020,motor fuel,293000000,48,3,,48_2020_3
Texas,March,2021,motor fuel,232164000,48,3,,48_2021_3
Texas,March,2022,motor fuel,276216000,48,3,,48_2022_3
Texas,May,2019,motor fuel,315971000,48,5,,48_2019_5
Texas,May,2020,motor fuel,221366000,48,5,,48_2020_5
Texas,May,2021,motor fuel,314846000,48,5,,48_2021_5
Texas,November,2019,motor fuel,327261000,48,11,,48_2019_11
Texas,November,2020,motor fuel,325334000,48,11,,48_2020_11
Texas,November,2021,motor fuel,334054000,48,11,,48_2021_11
Texas,October,2019,motor fuel,311806000,48,10,,48_2019_10
Texas,October,2020,motor fuel,285810000,48,10,,48_2020_10
Texas,October,2021,motor fuel,321517000,48,10,,48_2021_10
Texas,September,2019,motor fuel,322566888,48,9,,48_2019_9
Texas,September,2020,motor fuel,294125000,48,9,,48_2020_9
Texas,September,2021,motor fuel,321253000,48,9,,48_2021_9
Utah,April,2019,motor fuel,39300000,49,4,,49_2019_4
Utah,April,2020,motor fuel,41100000,49,4,,49_2020_4
Utah,April,2021,motor fuel,46400000,49,4,,49_2021_4
Utah,April,2022,motor fuel,40300000,49,4,,49_2022_4
Utah,August,2019,motor fuel,33047656,49,8,,49_2019_8
Utah,August,2020,motor fuel,46697883,49,8,,49_2020_8
Utah,August,2021,motor fuel,45919314,49,8,,49_2021_8
Utah,December,2019,motor fuel,41100000,49,12,,49_2019_12
Utah,December,2020,motor fuel,40400000,49,12,,49_2020_12
Utah,December,2021,motor fuel,42700000,49,12,,49_2021_12
Utah,February,2020,motor fuel,40800000,49,2,,49_2020_2
Utah,February,2021,motor fuel,40100000,49,2,,49_2021_2
Utah,February,2022,motor fuel,43900000,49,2,,49_2022_2
Utah,January,2020,motor fuel,44800000,49,1,,49_2020_1
Utah,January,2021,motor fuel,46600000,49,1,,49_2021_1
Utah,January,2022,motor fuel,50700000,49,1,,49_2022_1
Utah,July,2019,motor fuel,29323754,49,7,,49_2019_7
Utah,July,2020,motor fuel,31093034,49,7,,49_2020_7
Utah,July,2021,motor fuel,30131868,49,7,,49_2021_7
Utah,June,2019,motor fuel,43600000,49,6,,49_2019_6
Utah,June,2020,motor fuel,41500000,49,6,,49_2020_6
Utah,June,2021,motor fuel,54400000,49,6,,49_2021_6
Utah,March,2020,motor fuel,42900000,49,3,,49_2020_3
Utah,March,2021,motor fuel,40800000,49,3,,49_2021_3
Utah,March,2022,motor fuel,46000000,49,3,,49_2022_3
Utah,May,2019,motor fuel,46100000,49,5,,49_2019_5
Utah,May,2020,motor fuel,29800000,49,5,,49_2020_5
Utah,May,2021,motor fuel,43300000,49,5,,49_2021_5
Utah,November,2019,motor fuel,45900000,49,11,,49_2019_11
Utah,November,2020,motor fuel,47200000,49,11,,49_2020_11
Utah,November,2021,motor fuel,56500000,49,11,,49_2021_11
Utah,October,2019,motor fuel,47022734,49,10,,49_2019_10
Utah,October,2020,motor fuel,50620000,49,10,,49_2020_10
Utah,October,2021,motor fuel,40931407,49,10,,49_2021_10
Utah,September,2019,motor fuel,72413196,49,9,,49_2019_9
Utah,September,2020,motor fuel,63731011,49,9,,49_2020_9
Utah,September,2021,motor fuel,67217411,49,9,,49_2021_9
Vermont,April,2019,motor fuel,8160000,50,4,,50_2019_4
Vermont,April,2020,motor fuel,7960000,50,4,,50_2020_4
Vermont,April,2021,motor fuel,6960000,50,4,,50_2021_4
Vermont,April,2022,motor fuel,7407558,50,4,,50_2022_4
Vermont,August,2019,motor fuel,8920000,50,8,,50_2019_8
Vermont,August,2020,motor fuel,7140000,50,8,,50_2020_8
Vermont,August,2021,motor fuel,7978710,50,8,,50_2021_8
Vermont,December,2019,motor fuel,8080000,50,12,,50_2019_12
Vermont,December,2020,motor fuel,6720000,50,12,,50_2020_12
Vermont,December,2021,motor fuel,7393873,50,12,,50_2021_12
Vermont,February,2020,motor fuel,7340000,50,2,,50_2020_2
Vermont,February,2021,motor fuel,3750000,50,2,,50_2021_2
Vermont,February,2022,motor fuel,4629513,50,2,,50_2022_2
Vermont,January,2020,motor fuel,7400000,50,1,,50_2020_1
Vermont,January,2021,motor fuel,6740000,50,1,,50_2021_1
Vermont,January,2022,motor fuel,7531889,50,1,,50_2022_1
Vermont,July,2019,motor fuel,7960000,50,7,,50_2019_7
Vermont,July,2020,motor fuel,6400000,50,7,,50_2020_7
Vermont,July,2021,motor fuel,7697350,50,7,,50_2021_7
Vermont,June,2019,motor fuel,8250000,50,6,,50_2019_6
Vermont,June,2020,motor fuel,7020000,50,6,,50_2020_6
Vermont,June,2021,motor fuel,7863789,50,6,,50_2021_6
Vermont,March,2020,motor fuel,5860000,50,3,,50_2020_3
Vermont,March,2021,motor fuel,9370000,50,3,,50_2021_3
Vermont,March,2022,motor fuel,9267190,50,3,,50_2022_3
Vermont,May,2019,motor fuel,7130000,50,5,,50_2019_5
Vermont,May,2020,motor fuel,3380000,50,5,,50_2020_5
Vermont,May,2021,motor fuel,6517405,50,5,,50_2021_5
